coordinates;speed_limit
[(9.006659, 45.9605491), (9.0065192, 45.9601256), (9.0065093, 45.9600749), (9.0065058, 45.9600338), (9.0064969, 45.9599973), (9.0064804, 45.9599718), (9.0064433, 45.9599455), (9.006391, 45.9599251), (9.0063327, 45.9599174), (9.0062583, 45.9599219), (9.0062037, 45.9599215), (9.0061501, 45.959916), (9.0061022, 45.9599118), (9.0060156, 45.9598941), (9.0057113, 45.9598395), (9.0054614, 45.9597999), (9.0051924, 45.9597773), (9.0045911, 45.9597483)];50
[(8.9726141, 45.93718), (8.9727558, 45.937093), (8.9728416, 45.9370392), (8.972903, 45.9369908), (8.9729422, 45.936955), (8.9729768, 45.9369179), (8.9730142, 45.9368716), (8.9730596, 45.9368124), (8.9731044, 45.936738)];50
[(8.982967, 45.8773927), (8.9828763, 45.8773917), (8.9827883, 45.8773907), (8.982675, 45.8773938), (8.9824114, 45.877401), (8.9820987, 45.877422)];50
[(8.9831613, 45.8774009), (8.982967, 45.8773927)];50
[(8.8995059, 45.9970395), (8.8995892, 45.9971039), (8.8996862, 45.9971648), (8.8997816, 45.9972214)];50
[(8.8993881, 45.9968953), (8.8994048, 45.9969275), (8.8994238, 45.9969571), (8.8994438, 45.9969824), (8.8994668, 45.9970057), (8.8995059, 45.9970395)];50
[(8.8784279, 45.9735929), (8.8768801, 45.9744575)];30
[(8.8779731, 45.9731675), (8.8764281, 45.9740331)];30
[(8.7960604, 46.1703267), (8.7958286, 46.1702824), (8.7957053, 46.1702627)];30
[(8.9562209, 46.0301378), (8.9559007, 46.0302658), (8.9556342, 46.030321), (8.9548863, 46.0303941), (8.9546715, 46.0304912), (8.9539621, 46.0309086), (8.9537098, 46.0309567), (8.9523216, 46.0309379)];30
[(8.9945296, 46.1646161), (8.9925394, 46.1638455), (8.9924775, 46.1638269), (8.9924358, 46.1638156), (8.9923907, 46.1638052), (8.9923073, 46.1637861)];60
[(8.9904433, 46.1630221), (8.989701, 46.1627381), (8.9895875, 46.1626949), (8.9895141, 46.1626748), (8.9894596, 46.1626645), (8.9893609, 46.1626492)];60
[(8.7589798, 46.1538218), (8.7591916, 46.1539301), (8.7600464, 46.1542971), (8.760236, 46.1543899), (8.7604856, 46.1545247)];80
[(8.7396099, 46.1489926), (8.7397965, 46.1489782), (8.7399507, 46.1489987), (8.7400838, 46.1490394)];50
[(8.7295614, 46.1434819), (8.7297948, 46.1438322), (8.7300016, 46.1441277), (8.7303096, 46.1444574), (8.7304889, 46.1445913), (8.7306049, 46.1447004), (8.730727, 46.1448044), (8.7308411, 46.144907), (8.7309319, 46.1450337), (8.7309765, 46.1451649), (8.7310071, 46.1452856), (8.7310353, 46.1454296), (8.7310913, 46.1455668), (8.7311654, 46.1456728), (8.7312429, 46.1457768), (8.7313759, 46.1459189)];60
[(8.7244165, 46.1388342), (8.7246314, 46.1389916), (8.7251403, 46.1393644), (8.7258358, 46.1398503), (8.7262052, 46.140188), (8.7262886, 46.1403128), (8.7263827, 46.1404536), (8.7264742, 46.1405584), (8.7265999, 46.1407024), (8.7272941, 46.1410607), (8.7277169, 46.1412787), (8.7279548, 46.1414098), (8.7282381, 46.1415939), (8.7283784, 46.1417411)];50
[(8.7209519, 46.1360171), (8.72112, 46.1361523), (8.7214154, 46.136358), (8.7217024, 46.1365601), (8.7220548, 46.136804), (8.7223186, 46.1370307), (8.7234872, 46.1380568), (8.7240363, 46.1385389), (8.7241452, 46.1386346), (8.7244165, 46.1388342)];60
[(8.7167787, 46.1298275), (8.7168119, 46.1299552), (8.7168715, 46.1300949), (8.7169633, 46.13023), (8.7171706, 46.1304637), (8.7172534, 46.1306332), (8.7172723, 46.1307332), (8.7172812, 46.1308205), (8.7172979, 46.1309289), (8.7173636, 46.1310913), (8.7174753, 46.1312551), (8.7178658, 46.1317468), (8.7180094, 46.1319622), (8.7182032, 46.1323254), (8.7184009, 46.132571), (8.7188743, 46.1330772), (8.719024, 46.1332359)];50
[(9.0251795, 46.1842183), (9.0258195, 46.1843261), (9.02585, 46.1843312)];30
[(9.0254819, 46.1839525), (9.0253076, 46.184037), (9.0252203, 46.1841606), (9.0251795, 46.1842183)];30
[(9.02585, 46.1843312), (9.0259143, 46.1842748), (9.0259252, 46.1842207), (9.025854, 46.1841716), (9.0254819, 46.1839525)];30
[(9.0245122, 46.1832179), (9.0245009, 46.1833306), (9.0243576, 46.1835333)];30
[(9.0218478, 46.1832623), (9.021605, 46.1832138), (9.0210187, 46.1830968), (9.0205819, 46.1830194), (9.0203361, 46.1829758), (9.0201313, 46.1829385), (9.0200268, 46.1829339), (9.0199249, 46.1829295), (9.019678, 46.1829348), (9.019672, 46.182935), (9.0194643, 46.1829419), (9.0191451, 46.1829589), (9.0186942, 46.1829851), (9.0180332, 46.1830235)];30
[(9.0210187, 46.1830968), (9.0212252, 46.1839325)];30
[(9.0238429, 46.1830228), (9.0240293, 46.1830237), (9.0242291, 46.1830702), (9.0245122, 46.1832179)];30
[(9.0238429, 46.1830228), (9.0238335, 46.1829699), (9.0237866, 46.1829235), (9.0236873, 46.1828715), (9.0235626, 46.182839), (9.0231243, 46.1828087), (9.0228495, 46.1828153), (9.0223208, 46.1828339)];30
[(9.021753, 46.1850907), (9.0216766, 46.1849916), (9.0216496, 46.1848988), (9.0216285, 46.1847366), (9.0215969, 46.1844249), (9.021599, 46.1841881), (9.0216294, 46.1838906), (9.0216824, 46.1837381), (9.0218478, 46.1832623)];30
[(9.0235391, 46.1835476), (9.0235816, 46.1834904), (9.023631, 46.1834239), (9.0237604, 46.1832357), (9.0238214, 46.1831199), (9.0238429, 46.1830228)];30
[(9.0226467, 46.1847613), (9.022603, 46.1847628), (9.021753, 46.1850907), (9.0209425, 46.1854015), (9.0207262, 46.1854845), (9.0205979, 46.185558), (9.0205535, 46.1856172)];30
[(9.0164907, 46.1868373), (9.0164707, 46.1868078), (9.0161235, 46.1863498), (9.0159966, 46.1861599), (9.0158343, 46.1859435), (9.0156912, 46.1857342), (9.0156155, 46.185617), (9.0156009, 46.1855928), (9.0155751, 46.1855499), (9.0155127, 46.1854358), (9.0154625, 46.1853598), (9.0153247, 46.1851435), (9.0152396, 46.185026), (9.0151539, 46.1848937), (9.0150032, 46.1846631), (9.0149027, 46.1845053), (9.0148649, 46.1844382), (9.0148256, 46.1843684), (9.0147564, 46.1842517)];30
[(9.0196032, 46.1912127), (9.0196319, 46.1912017)];50
[(9.0165776, 46.1868643), (9.0165792, 46.1868789), (9.0165738, 46.1868923), (9.0165623, 46.1869038), (9.0165461, 46.1869121), (9.0165287, 46.186916), (9.0165104, 46.1869162), (9.0164929, 46.1869125), (9.0164777, 46.1869055), (9.0164679, 46.186899), (9.0164631, 46.1868917), (9.0164593, 46.186883), (9.0164585, 46.1868695), (9.016464, 46.1868565), (9.0164751, 46.1868454), (9.0164907, 46.1868373), (9.0165077, 46.1868332), (9.0165257, 46.1868328), (9.0165431, 46.186836), (9.0165583, 46.1868427), (9.0165705, 46.1868535), (9.0165776, 46.1868643)];30
[(9.0129629, 46.2002259), (9.0129374, 46.2002419), (9.012915, 46.2002616), (9.0128027, 46.2004049), (9.0127797, 46.2004263), (9.0127637, 46.2004381), (9.0127418, 46.2004473), (9.0126999, 46.2004536), (9.01253, 46.2004726), (9.0124831, 46.2004861), (9.0124476, 46.2005067), (9.0124257, 46.2005253), (9.0124107, 46.2005606), (9.0123898, 46.2006327), (9.012371, 46.2007484), (9.0123562, 46.2010123), (9.012351, 46.2010848), (9.0123412, 46.2011048), (9.012317, 46.2011321), (9.0122592, 46.2011762)];30
[(9.0175952, 46.2050298), (9.0177486, 46.2048274), (9.0177567, 46.2048147), (9.0177605, 46.2048029), (9.0177561, 46.2047955), (9.0177474, 46.2047871), (9.0176804, 46.2047369), (9.01734, 46.2044814), (9.0171596, 46.2043461), (9.0170135, 46.2042135), (9.0166849, 46.2039221), (9.0166073, 46.2038499)];30
[(9.0163389, 46.2051442), (9.016272, 46.2052157), (9.0160704, 46.2054032), (9.0159707, 46.2053767), (9.0158472, 46.2053288), (9.0157621, 46.2052972), (9.0156779, 46.2052535), (9.0155938, 46.2052137), (9.0153441, 46.2051375)];30
[(9.0129482, 46.2015399), (9.0133294, 46.2017425), (9.0134384, 46.2018007), (9.0136447, 46.2019072), (9.0138694, 46.2020334), (9.0139392, 46.2020772), (9.0139992, 46.202119), (9.0140605, 46.2021657), (9.0141407, 46.2022277), (9.014236, 46.2023129), (9.0143335, 46.2024085), (9.0145239, 46.202608)];50
[(9.0128043, 46.2014684), (9.0129482, 46.2015399)];50
[(9.0246019, 46.1883319), (9.0245637, 46.1883293), (9.0245453, 46.1883245), (9.0244905, 46.1883023), (9.0243984, 46.1882422), (9.0242644, 46.1881504), (9.0241586, 46.188078), (9.0240846, 46.1880273)];30
[(9.0236506, 46.1875548), (9.0241035, 46.1878525), (9.0241392, 46.1879009), (9.0241442, 46.1879564), (9.0240846, 46.1880273)];30
[(9.0239595, 46.1890045), (9.0239123, 46.1889493), (9.023696, 46.1887541), (9.0236682, 46.188712), (9.0236624, 46.1886643), (9.0236694, 46.1885555), (9.0236845, 46.1884959), (9.0237314, 46.1884107), (9.0239255, 46.1881999), (9.0240846, 46.1880273)];30
[(9.0234993, 46.1893209), (9.0236557, 46.189215)];30
[(9.0236557, 46.189215), (9.0236967, 46.1891867), (9.0239595, 46.1890045), (9.0244638, 46.1886837), (9.0245666, 46.1886078), (9.0245914, 46.1885565), (9.0245977, 46.1884985)];30
[(9.0203435, 46.1890075), (9.0200345, 46.1889481), (9.0183468, 46.1895243)];30
[(9.0196122, 46.2058667), (9.0199647, 46.2060302), (9.0207686, 46.2063966), (9.0211768, 46.2065706), (9.0219865, 46.2068827), (9.0226539, 46.2071087), (9.0226706, 46.207119), (9.0226761, 46.2071314), (9.0226756, 46.2071479), (9.0226602, 46.2071738), (9.0226298, 46.2072059), (9.0225727, 46.2072556), (9.022543, 46.2072881), (9.0225221, 46.2073183), (9.0224842, 46.2073947), (9.0224626, 46.2074383)];30
[(9.0245935, 46.1894561), (9.0245627, 46.1894511), (9.0240243, 46.18907), (9.0239595, 46.1890045)];30
[(9.0245935, 46.1894561), (9.0245946, 46.1894792), (9.0245827, 46.1895061), (9.0243517, 46.1896718)];30
[(9.0245977, 46.1884985), (9.0246445, 46.1885029), (9.0246778, 46.188506), (9.0246839, 46.1885065), (9.0247299, 46.1885188), (9.0248138, 46.1885586), (9.0250148, 46.1886854)];30
[(9.0250148, 46.1886854), (9.0249825, 46.1888732), (9.0249125, 46.1891103), (9.0248878, 46.1892081), (9.0248375, 46.1892949), (9.0247721, 46.1893488), (9.0246365, 46.1894337), (9.0245935, 46.1894561)];30
[(9.0136936, 46.20072), (9.0131276, 46.2011076), (9.0130534, 46.2011617), (9.0128064, 46.2014174), (9.0127727, 46.2014523)];30
[(9.0265078, 46.1987356), (9.0265513, 46.198718), (9.0265904, 46.198695), (9.0267907, 46.1984957), (9.0272172, 46.1981056)];30
[(9.0162873, 46.204459), (9.0162418, 46.2045662), (9.0162303, 46.2046211), (9.0162208, 46.2046666), (9.0162217, 46.2047593), (9.0162759, 46.2049984), (9.0163389, 46.2051442), (9.0164406, 46.2052156), (9.0170485, 46.2056879), (9.0173647, 46.2059325), (9.0174865, 46.2060109), (9.0175411, 46.2060199), (9.0175824, 46.206022), (9.0176527, 46.2060062), (9.0177717, 46.205982), (9.0178836, 46.2059568), (9.017975, 46.2059496), (9.0180237, 46.2059556), (9.018279, 46.2059992), (9.0183644, 46.2059959)];30
[(9.0250148, 46.1886854), (9.0250672, 46.1883827), (9.0251499, 46.1877368), (9.0251751, 46.1875898), (9.0251427, 46.1874503), (9.0248311, 46.1870634)];30
[(9.0349846, 46.202466), (9.0349996, 46.202483), (9.035013, 46.2024955), (9.0350309, 46.2025063), (9.0350554, 46.2025137), (9.0350832, 46.2025195), (9.0356919, 46.2026122), (9.0363539, 46.2027169)];30
[(9.0327578, 46.2011547), (9.0326986, 46.2011795), (9.0321038, 46.2014284), (9.0318978, 46.2012048), (9.0309057, 46.2000768), (9.0308829, 46.2000509)];30
[(9.019776, 46.1917292), (9.0197522, 46.1916156), (9.0197174, 46.1915283), (9.0196237, 46.1913606), (9.0195997, 46.1913373), (9.0195835, 46.1913216)];50
[(9.0300287, 46.2133875), (9.0300865, 46.2133758), (9.0301713, 46.2133547), (9.0302154, 46.2133444), (9.0311962, 46.2132364), (9.0313463, 46.2132119), (9.0314516, 46.21319), (9.031557, 46.2131639), (9.0318278, 46.2130769), (9.0321466, 46.2129722), (9.0322859, 46.2129137), (9.0325173, 46.2128062), (9.0325575, 46.2127907)];30
[(9.033414, 46.2137341), (9.03309, 46.2138686), (9.0330046, 46.213904)];30
[(9.0304825, 46.2142388), (9.0305538, 46.2142339), (9.0306074, 46.2142308), (9.0311547, 46.2142116), (9.0317081, 46.2141862), (9.0318661, 46.2141752), (9.0319241, 46.2141673), (9.0322453, 46.2141193), (9.0324969, 46.2140762), (9.0326322, 46.2140463), (9.0327312, 46.2140146), (9.0330046, 46.213904)];30
[(9.0282917, 46.2023666), (9.028388, 46.20245), (9.0286598, 46.2026643), (9.0286784, 46.2026784), (9.0287295, 46.2027171), (9.0288254, 46.2028094), (9.0289915, 46.2029987), (9.0290465, 46.2030575), (9.0293895, 46.2034241), (9.0297993, 46.2038569), (9.0298859, 46.203959), (9.0299117, 46.2039894)];30
[(9.0356919, 46.2026122), (9.0356948, 46.2026299), (9.0358577, 46.2030827), (9.0360008, 46.2033351), (9.0363101, 46.203415), (9.0366933, 46.2034406)];30
[(9.0120666, 46.2011703), (9.0116426, 46.2014532), (9.0115991, 46.2014798), (9.0115738, 46.2014919), (9.0115381, 46.2014991), (9.0115069, 46.2015001), (9.0114707, 46.2014956), (9.0113905, 46.2014726), (9.011363, 46.2014682), (9.0113367, 46.2014715), (9.0113118, 46.2014804), (9.0112803, 46.2014978), (9.0112447, 46.2015327), (9.0112322, 46.20155), (9.0112282, 46.2015703), (9.0112179, 46.2016648), (9.0112028, 46.2016953), (9.0111889, 46.2017167), (9.011173, 46.2017289), (9.0111538, 46.2017366), (9.0111242, 46.2017415), (9.0110872, 46.2017415), (9.0109621, 46.2017258), (9.0108855, 46.2017128), (9.0108422, 46.2017055), (9.0107369, 46.2016757), (9.010654, 46.2016434), (9.0105227, 46.2015767), (9.0102275, 46.2013743), (9.0101282, 46.2012702), (9.0100686, 46.2012073)];30
[(9.0124352, 46.2012776), (9.0123936, 46.2012928), (9.0123611, 46.2013008), (9.0123313, 46.2013023), (9.0123, 46.2012975), (9.0122719, 46.2012869), (9.0120666, 46.2011703)];30
[(9.0120666, 46.2011703), (9.0120244, 46.2011559), (9.0118735, 46.2011226), (9.0118357, 46.2011185), (9.0118003, 46.2011174), (9.0117541, 46.2011187), (9.0116668, 46.2011315), (9.0116378, 46.2011357), (9.011605, 46.2011373), (9.0115729, 46.201134), (9.0112494, 46.2010639), (9.0110507, 46.2010521), (9.0109145, 46.2010423), (9.0107677, 46.2010048), (9.0106391, 46.2009519), (9.010612, 46.200911), (9.0104772, 46.2006783), (9.0103893, 46.2004902), (9.0102701, 46.2001798), (9.0102523, 46.1999121), (9.0102284, 46.1998291), (9.0102223, 46.1998028), (9.0102264, 46.1997851), (9.0102594, 46.19976)];30
[(9.0027052, 46.1888622), (9.0038321, 46.1891782), (9.0038915, 46.1891905), (9.003943, 46.1891962), (9.004022, 46.1891996), (9.0040301, 46.1892122), (9.0041183, 46.1892983), (9.0046682, 46.1899091), (9.005753, 46.1910303)];30
[(9.0043106, 46.1908319), (9.0047572, 46.1909761), (9.0051916, 46.1911164), (9.005247, 46.19113), (9.0052965, 46.1911358), (9.0053556, 46.1911356), (9.0054056, 46.191131), (9.0054586, 46.1911188), (9.005753, 46.1910303)];30
[(9.0062475, 46.1915022), (9.0062146, 46.1914755), (9.006128, 46.1914145), (9.0060584, 46.1913642), (9.0060172, 46.1913297), (9.0059544, 46.1912658), (9.0058905, 46.191195), (9.005753, 46.1910303)];30
[(8.9997729, 46.185696), (8.9997426, 46.1856764), (8.9997096, 46.1856569), (8.9996803, 46.1856426), (8.9996464, 46.1856304), (8.9996012, 46.1856178), (8.9995516, 46.1856071), (8.9994655, 46.1855933), (8.9994258, 46.185587), (8.9993836, 46.1855812), (8.9993515, 46.185575), (8.9993167, 46.1855665), (8.9992712, 46.1855527), (8.9992013, 46.1855225), (8.999145, 46.1854947), (8.9991039, 46.1854693), (8.9990625, 46.1854366), (8.9990105, 46.1853823), (8.9988585, 46.185184), (8.9988233, 46.1851452), (8.9987692, 46.1851019), (8.9986727, 46.1850219), (8.9986453, 46.1849908), (8.9985881, 46.1848995), (8.9984857, 46.1847612)];30
[(9.0027264, 46.189209), (9.0027132, 46.1892246), (9.002694, 46.1892388), (9.0026277, 46.1892686), (9.0025454, 46.1892984), (9.0024861, 46.1893109), (9.002425, 46.1893184), (9.0023379, 46.1893227), (9.0017186, 46.1893158), (9.0014528, 46.1893099), (9.0008381, 46.1892973)];30
[(9.0002657, 46.1846324), (9.0003269, 46.1846215), (9.0008301, 46.1845321), (9.0011195, 46.1844802), (9.0012117, 46.1844636), (9.0012914, 46.1844487), (9.0013309, 46.1844466), (9.0013697, 46.1844493), (9.0014044, 46.1844578), (9.0014306, 46.1844702), (9.0014509, 46.1844826), (9.0017251, 46.1847265)];30
[(9.0005093, 46.1898303), (9.0005372, 46.1897864), (9.0006948, 46.1895383), (9.0007798, 46.1894061), (9.0007939, 46.1893842), (9.0008381, 46.1892973), (9.0008502, 46.1891929), (9.0008424, 46.1891677), (9.0008067, 46.1890978), (9.0007769, 46.1890775), (9.0006743, 46.1890169), (9.0005478, 46.1889508), (9.0005197, 46.1889327), (9.0005021, 46.1889131), (9.0004879, 46.1888866), (9.0004686, 46.1888209), (9.0004525, 46.1887315), (9.00051, 46.1884748), (9.0005406, 46.1883381), (9.0005714, 46.1882348), (9.000619, 46.1880752), (9.000625, 46.1880328), (9.0006232, 46.1880044), (9.0006131, 46.1879799), (9.0004732, 46.1878305)];30
[(9.0027052, 46.1888622), (9.0025944, 46.1888291), (9.0025563, 46.188811), (9.0025292, 46.1887907), (9.0025062, 46.1887676), (9.0024625, 46.1886842), (9.0018436, 46.1875618), (9.0015256, 46.1870228), (9.0013519, 46.1867186), (9.0010924, 46.1862631), (9.0008974, 46.1859126), (9.0004787, 46.1851316), (9.0002657, 46.1846324), (9.0001657, 46.1843981)];30
[(9.0039279, 46.1911655), (9.0040271, 46.1910562), (9.0043106, 46.1908319)];30
[(9.0043106, 46.1908319), (9.0040067, 46.1905111), (9.003768, 46.190263), (9.0034951, 46.1899734), (9.0034728, 46.1899497), (9.0030157, 46.1894444), (9.0028333, 46.1892606), (9.002799, 46.1892348), (9.0027704, 46.1892214), (9.0027264, 46.189209)];30
[(9.0005093, 46.1898303), (9.0003401, 46.1900553), (9.0003229, 46.1900728), (9.0003061, 46.1900866)];30
[(8.9962776, 46.1876492), (8.9963044, 46.1875903), (8.9963237, 46.1875384), (8.9963341, 46.1874872), (8.9963445, 46.1873944), (8.996354, 46.1872915), (8.9963919, 46.1869869), (8.9964349, 46.1869596), (8.9964956, 46.1869269), (8.9970635, 46.1867341), (8.9975169, 46.186594), (8.997798, 46.1865121), (8.9978727, 46.1865256), (8.9980988, 46.1866338), (8.9983228, 46.1867281), (8.9983846, 46.1867762), (8.9984241, 46.1869365), (8.9984659, 46.1870251), (8.9987029, 46.1874071), (8.9987271, 46.187446)];30
[(8.9997545, 46.1870092), (8.999367, 46.1872448), (8.9992723, 46.187294), (8.9990772, 46.1873538), (8.9987271, 46.187446), (8.9981514, 46.1876198), (8.9972526, 46.1879056), (8.9967817, 46.1880701), (8.9967378, 46.18808), (8.9966996, 46.1880813), (8.9966672, 46.1880782), (8.9966216, 46.1880637), (8.9964863, 46.1879961), (8.9961664, 46.187827)];30
[(8.9996495, 46.1877565), (8.9996177, 46.1880632), (8.9998222, 46.1881325), (8.9999586, 46.1882095), (8.9999699, 46.1882583), (8.9997713, 46.1885483)];30
[(9.000106, 46.1876039), (9.0000151, 46.1876438), (8.9999472, 46.1876694), (8.9996495, 46.1877565), (8.9987339, 46.1879664), (8.9986479, 46.187999)];30
[(8.9963919, 46.1869869), (8.9963194, 46.1869782), (8.9962517, 46.1869793), (8.9960748, 46.1869947), (8.9953168, 46.1870796), (8.9952171, 46.1870917), (8.9951529, 46.187133), (8.9947305, 46.1871435), (8.9946775, 46.1871462), (8.9946418, 46.1871564), (8.9946357, 46.1871577), (8.9945617, 46.1871602)];30
[(8.9975065, 46.1860277), (8.997426, 46.186033), (8.9974101, 46.1860348), (8.9973558, 46.186041), (8.9972839, 46.1860553), (8.9971931, 46.1860817), (8.9970206, 46.1861417), (8.9967503, 46.1862429)];30
[(8.9962071, 46.1856046), (8.9962564, 46.1856397), (8.9963423, 46.1857009), (8.9964324, 46.1857728), (8.9964804, 46.1858226), (8.9965264, 46.1858834), (8.9967259, 46.1862037), (8.9967503, 46.1862429), (8.9969253, 46.1865239), (8.9970635, 46.1867341)];30
[(9.0010924, 46.1862631), (9.0002075, 46.186541), (8.9997703, 46.1867486), (8.9995371, 46.186846)];30
[(8.9951529, 46.187133), (8.995194, 46.1871558), (8.9952425, 46.1871764), (8.9955136, 46.1872309), (8.9963445, 46.1873944)];30
[(9.0039066, 46.1868092), (9.0032033, 46.1870254), (9.0030076, 46.1870852), (9.0027637, 46.187176), (9.0024956, 46.1872883), (9.0018436, 46.1875618)];30
[(9.0128201, 46.1852462), (9.0127289, 46.1853629), (9.0126392, 46.1854776), (9.0125285, 46.1856476), (9.012497, 46.185691), (9.0124317, 46.1858513), (9.0124082, 46.1859297), (9.0123942, 46.1861978), (9.0124001, 46.1865237), (9.0124091, 46.1866679), (9.0124148, 46.1867737), (9.0124251, 46.1868269), (9.0124397, 46.1869006), (9.0124681, 46.1870444), (9.0124801, 46.1871137), (9.0124996, 46.1872307), (9.0125077, 46.187305), (9.0125239, 46.1873761), (9.0125467, 46.1875128), (9.0125611, 46.1876014), (9.0125923, 46.1877593), (9.0126108, 46.187863), (9.0126319, 46.1879684)];30
[(9.016855, 46.182816), (9.0166015, 46.1828164)];30
[(9.0166015, 46.1828164), (9.0165197, 46.1828193)];30
[(9.0180332, 46.1830235), (9.0174921, 46.1831159), (9.0174474, 46.1831193), (9.0174027, 46.1831198), (9.0173373, 46.1831136), (9.0172866, 46.1831049), (9.0172514, 46.183091), (9.0172237, 46.1830738), (9.017027, 46.1828843), (9.0170033, 46.1828641), (9.016984, 46.1828515), (9.0169613, 46.1828401), (9.0169284, 46.182828), (9.0168898, 46.1828188), (9.016855, 46.182816)];30
[(9.0119112, 46.1837752), (9.0119018, 46.1836483), (9.0118873, 46.1834257), (9.0118784, 46.182999), (9.0118631, 46.1824104), (9.011851, 46.181945), (9.0118457, 46.1818219), (9.0118331, 46.1814959), (9.0118257, 46.1812832), (9.0118425, 46.1812475), (9.0118648, 46.181229), (9.0118947, 46.1812191), (9.0123899, 46.1812128), (9.0127035, 46.1812063), (9.013025, 46.1812048)];30
[(9.0144899, 46.1811959), (9.0149838, 46.181587), (9.0151723, 46.1817517), (9.015741, 46.1822256), (9.0158442, 46.1823116), (9.0165197, 46.1828193), (9.0168737, 46.1830964), (9.016924, 46.1831527), (9.0169594, 46.1832202)];30
[(9.0124397, 46.1869006), (9.0123679, 46.1869132), (9.01222, 46.1869223), (9.0120901, 46.1869285), (9.0117066, 46.1869398), (9.0111813, 46.1869507), (9.0111102, 46.1869467)];30
[(9.0240199, 46.2531495), (9.0239175, 46.2532379), (9.0238263, 46.2533251), (9.0237477, 46.2533969), (9.0237262, 46.2534655), (9.0237217, 46.2535384), (9.0238558, 46.2536052), (9.0239891, 46.2536695), (9.0238916, 46.2537764)];30
[(9.0231434, 46.2568668), (9.0233223, 46.2568855), (9.0233928, 46.2568951), (9.0235316, 46.2569208), (9.0236709, 46.2569621), (9.023735, 46.2569764), (9.0237667, 46.2569792), (9.0237992, 46.2569782), (9.0238337, 46.2569718), (9.0239018, 46.2569506), (9.0240613, 46.2568907), (9.0241625, 46.2568607), (9.0242512, 46.2568347), (9.024291, 46.2568295), (9.0243315, 46.2568297), (9.0243777, 46.2568416), (9.0245219, 46.2569039), (9.0246159, 46.2569439), (9.0246592, 46.2569551), (9.0246999, 46.2569609), (9.0247837, 46.2569637), (9.0248844, 46.2569613), (9.024968, 46.2569759), (9.0250533, 46.2569962), (9.0251375, 46.2570226), (9.0252529, 46.2570391), (9.0253225, 46.2571182), (9.025467, 46.2572986), (9.0254934, 46.257348), (9.0255298, 46.2574459), (9.0255605, 46.257512), (9.025614, 46.2575876), (9.0257241, 46.2577014)];30
[(9.0241463, 46.2557435), (9.0245648, 46.2557985), (9.0246931, 46.2558045), (9.0248884, 46.2558126), (9.02504, 46.255867), (9.0252468, 46.255995), (9.0254401, 46.2560916), (9.0255467, 46.2561613), (9.0256868, 46.2563105), (9.0257099, 46.256329), (9.0257422, 46.2563455), (9.0258859, 46.2564058), (9.025916, 46.2564217), (9.0261643, 46.2565886), (9.0263347, 46.2567092), (9.0265371, 46.2569299), (9.0266701, 46.2570722)];30
[(9.0260556, 46.2531225), (9.0259497, 46.2533227), (9.0257995, 46.2535675), (9.0255647, 46.2539487), (9.0253865, 46.2542463), (9.0253395, 46.2543455), (9.0252079, 46.2546371), (9.0251638, 46.2547304), (9.0251418, 46.2548268), (9.0251364, 46.2549343), (9.0251659, 46.2550836), (9.0253387, 46.2555125), (9.0253447, 46.2555514), (9.0253441, 46.2555872), (9.0253328, 46.255645), (9.0252468, 46.255995), (9.0252094, 46.2561695), (9.0251793, 46.2563802), (9.0251782, 46.2564455), (9.0251933, 46.2565618), (9.0252564, 46.2568871), (9.0252529, 46.2570391)];30
[(8.5597488, 46.5771538), (8.5594614, 46.5775759), (8.5591816, 46.5780021), (8.559003, 46.5783234), (8.5588639, 46.5786706), (8.5587949, 46.5789162), (8.5587577, 46.5791224)];80
[(8.5608673, 46.5729177), (8.5608897, 46.5732403), (8.5608875, 46.5735566), (8.5608574, 46.5739574), (8.5608022, 46.5742719), (8.5606831, 46.5747504), (8.5605403, 46.575302), (8.5604069, 46.5757608), (8.5602583, 46.5761924), (8.5601011, 46.5765517), (8.5599486, 46.5768341)];80
[(9.0234283, 46.2505121), (9.0235126, 46.2505421), (9.0238953, 46.2506496), (9.0241072, 46.2507201), (9.0242118, 46.250773), (9.0245471, 46.2509492), (9.0248017, 46.2510767), (9.0250398, 46.2512184)];30
