coordinates;speed_limit
[(8.5831108, 46.5334873), (8.5830155, 46.5334521), (8.582961, 46.5334342), (8.5829087, 46.5334207), (8.5828521, 46.5334115), (8.5827813, 46.5334069), (8.5825437, 46.5334061), (8.5824629, 46.5334043), (8.5823834, 46.5334006), (8.5823028, 46.5333917), (8.5822312, 46.5333783), (8.5821659, 46.5333578), (8.582102, 46.5333315), (8.5820446, 46.5332995), (8.5820035, 46.5332693), (8.581963, 46.5332314), (8.5819363, 46.5332003), (8.581914, 46.5331592), (8.5818925, 46.5331021), (8.5818079, 46.5327656), (8.5817766, 46.5326586), (8.5817346, 46.5325579), (8.5816934, 46.5324714), (8.5816625, 46.5324161), (8.5814599, 46.53214), (8.5813871, 46.5320384), (8.5813505, 46.5319924), (8.5813039, 46.5319464), (8.581279, 46.5319301), (8.5812489, 46.531915), (8.5812122, 46.5319064), (8.581167, 46.5319048), (8.581133, 46.53191), (8.5810905, 46.5319175), (8.5810339, 46.531943), (8.5810021, 46.5319703), (8.5809845, 46.5319975), (8.5809766, 46.5320275), (8.5809789, 46.5320558), (8.5809964, 46.5320949), (8.5810411, 46.532146), (8.5811266, 46.5322105), (8.5811991, 46.5322769), (8.5812904, 46.532376), (8.5813261, 46.5324243), (8.5813567, 46.5324749), (8.5813826, 46.5325291), (8.5814054, 46.5325885), (8.5814269, 46.5326502), (8.5814372, 46.5327096), (8.5814424, 46.5327812), (8.5814361, 46.5329074), (8.5814189, 46.5330248), (8.5813957, 46.5332123), (8.5813637, 46.5333996), (8.5813236, 46.5336459), (8.5813143, 46.5336724), (8.5813021, 46.5336918), (8.5812811, 46.5337054), (8.5812592, 46.5337104), (8.581231, 46.5337111), (8.5811999, 46.5337062), (8.5811739, 46.5336955), (8.5811562, 46.5336804), (8.5811446, 46.533658), (8.5811419, 46.5336298), (8.5811598, 46.5335272), (8.5811845, 46.5334153), (8.581188, 46.5333657), (8.5811826, 46.5333191), (8.5811705, 46.5332733), (8.58114, 46.533188), (8.581045, 46.5329541), (8.580942, 46.5326775)];80
[(8.580942, 46.5326775), (8.5809281, 46.5326352), (8.580908, 46.5325829), (8.5808948, 46.5325528), (8.5808848, 46.5325354), (8.5808647, 46.5325199), (8.5808419, 46.5325092), (8.5808158, 46.5325046), (8.5807919, 46.5325048), (8.5807667, 46.5325102), (8.5807501, 46.5325175), (8.5807332, 46.5325301), (8.5807207, 46.5325465), (8.580715, 46.5325653), (8.5807189, 46.5325906), (8.5807261, 46.5326182), (8.5807668, 46.5327177), (8.580784, 46.5327636)];80
[(8.580784, 46.5327636), (8.5808125, 46.5328373), (8.5808328, 46.5329211), (8.580841, 46.5329772), (8.5808433, 46.533038), (8.5808333, 46.5332193), (8.5808144, 46.53334), (8.5808021, 46.5333936), (8.5807813, 46.5334426), (8.5807218, 46.5335527), (8.5805496, 46.5338739)];80
[(8.9516447, 45.9540474), (8.9514361, 45.9541249), (8.951216, 45.9541996), (8.9511086, 45.9542413), (8.9510206, 45.9542777), (8.950817, 45.954372), (8.9505023, 45.9545238), (8.9504809, 45.9545386), (8.9504652, 45.9545561), (8.9504567, 45.9545729)];80
[(8.9506412, 45.9543844), (8.9508922, 45.9542784), (8.9509965, 45.9542312), (8.9511084, 45.9541829), (8.9512257, 45.9541411), (8.9513954, 45.954094), (8.9516447, 45.9540474)];80
[(8.9503667, 45.9544662), (8.9503897, 45.9544668), (8.9504271, 45.9544629), (8.9504507, 45.9544578), (8.9504845, 45.9544469), (8.950548, 45.9544236), (8.9506412, 45.9543844)];80
[(8.9503241, 45.9546618), (8.9502366, 45.954671), (8.9501997, 45.954679), (8.9501648, 45.9546896), (8.950094, 45.9547187), (8.949781, 45.9548668), (8.9496341, 45.9549184)];50
[(8.9486774, 45.9553444), (8.9484882, 45.9554362), (8.9483287, 45.9554797), (8.9482354, 45.9555099), (8.9482107, 45.955522), (8.9481925, 45.9555401), (8.948175, 45.955564)];50
[(8.9478679, 45.9554865), (8.9478624, 45.9554686), (8.9478393, 45.9554387), (8.9477966, 45.9554021), (8.9477457, 45.9553566), (8.9477056, 45.955316)];50
[(8.9473293, 45.9557218), (8.9474878, 45.9555998), (8.9475336, 45.9555681), (8.9475728, 45.9555505), (8.947609, 45.9555397), (8.9476637, 45.9555297), (8.9477405, 45.9555187), (8.9477933, 45.9555127), (8.947859, 45.955504)];60
[(8.9466146, 45.9578082), (8.9466857, 45.9576778), (8.9467271, 45.9575834), (8.9467585, 45.9574901), (8.9467801, 45.957387), (8.9468007, 45.9572304), (8.9468104, 45.957085), (8.9468051, 45.9568712)];60
[(8.9480684, 45.9556413), (8.9480442, 45.9556566), (8.9480206, 45.9556747), (8.9479487, 45.9557454), (8.9477671, 45.9559519)];50
[(8.9638387, 45.9522324), (8.963809, 45.9522494)];50
[(8.9638387, 45.9522324), (8.9640118, 45.9520847), (8.9642975, 45.9518994), (8.9643201, 45.9518777), (8.9643362, 45.9518576), (8.9643477, 45.9518368), (8.9643685, 45.95179)];50
[(8.9528001, 45.9538746), (8.9525457, 45.9539003), (8.952267, 45.9539342), (8.9519765, 45.953978), (8.9518014, 45.9540118), (8.9516447, 45.9540474)];80
[(8.9531588, 45.9538429), (8.9528001, 45.9538746)];80
[(8.9271346, 45.9712385), (8.9272887, 45.9714153), (8.9274356, 45.9716409), (8.9275677, 45.9718493)];50
[(8.9269212, 45.9709547), (8.9271346, 45.9712385)];50
[(8.9275677, 45.9718493), (8.9276688, 45.9719855), (8.9277456, 45.9721154), (8.9279073, 45.9724228)];50
[(8.9279073, 45.9724228), (8.9280206, 45.9727063), (8.9281211, 45.9730007), (8.9281391, 45.9730562), (8.9281654, 45.973137)];50
[(8.9281897, 45.9732249), (8.9282185, 45.9733189), (8.9282498, 45.9734981), (8.9283306, 45.9738904), (8.9283364, 45.9741658)];50
[(8.9280837, 45.9732519), (8.9280614, 45.9731612)];50
[(8.9276083, 45.9720585), (8.927537, 45.9719364)];50
[(8.9282331, 45.9738613), (8.9281202, 45.973401), (8.9280837, 45.9732519)];50
[(8.9283364, 45.9741658), (8.9282506, 45.9739326), (8.9282331, 45.9738613)];50
[(8.9281654, 45.973137), (8.9281897, 45.9732249)];50
[(8.9280614, 45.9731612), (8.9280392, 45.9730704), (8.9279797, 45.9728776), (8.9279229, 45.9727187), (8.9278332, 45.9724911), (8.9278019, 45.9724212), (8.9277649, 45.9723386), (8.9276083, 45.9720585)];50
[(8.927537, 45.9719364), (8.9274727, 45.9718262), (8.9272259, 45.9714319), (8.9271346, 45.9712385)];50
[(8.9257337, 45.9694363), (8.9258386, 45.9695902), (8.9260264, 45.9698462), (8.9261506, 45.9700058), (8.9269212, 45.9709547)];60
[(8.9338515, 45.9855962), (8.9331254, 45.9855151), (8.9328881, 45.985489)];50
[(8.9338515, 45.9855962), (8.9339304, 45.9855968), (8.934221, 45.9856026), (8.9343595, 45.9856026), (8.9344538, 45.9856005), (8.9345062, 45.9855986), (8.9345952, 45.9855928), (8.9346505, 45.9855865), (8.9346933, 45.9855829), (8.9347272, 45.98558)];50
[(8.9322319, 45.9805556), (8.9323891, 45.980755), (8.9324973, 45.9808942), (8.9326022, 45.9810355), (8.9327032, 45.9811801), (8.9327991, 45.9813331), (8.9328814, 45.9814817), (8.9329608, 45.9816353), (8.9330315, 45.98179), (8.9330965, 45.9819408), (8.9331607, 45.9821027), (8.9332786, 45.9824113), (8.933347, 45.9825734), (8.9334206, 45.9827276), (8.933491, 45.9828653), (8.9335794, 45.9830213), (8.9336747, 45.9831693)];80
[(8.9341593, 45.9841352), (8.9332549, 45.9835469), (8.9330101, 45.9833481), (8.9329461, 45.9832913), (8.9328225, 45.9831592), (8.9327082, 45.9830164)];80
[(8.9430986, 45.9917845), (8.9431402, 45.9917004)];50
[(8.9428484, 45.9914989), (8.9429718, 45.9915863), (8.9431402, 45.9917004)];80
[(8.9432931, 45.9915169), (8.9433175, 45.9914966)];50
[(8.9428585, 45.9921913), (8.9429102, 45.9921022)];50
[(8.9307565, 45.9844701), (8.9308139, 45.9846998), (8.9308301, 45.9847466), (8.9308501, 45.9847868), (8.9308651, 45.9848137), (8.9308844, 45.9848387), (8.9308948, 45.9848476), (8.9309099, 45.9848605), (8.9309466, 45.9848813)];50
[(8.9307358, 45.9849334), (8.9307453, 45.98491), (8.9307483, 45.984883), (8.9307475, 45.9848041), (8.9307565, 45.9844701)];50
[(8.9318986, 45.9853653), (8.9315323, 45.9853299), (8.9314131, 45.9853071), (8.9313158, 45.985279), (8.9311204, 45.9851957), (8.9310761, 45.9851723), (8.9310331, 45.9851582), (8.9310119, 45.9851547), (8.930978, 45.9851491), (8.9309138, 45.9851466)];50
[(8.9310786, 45.9849671), (8.9311263, 45.9850492), (8.9311706, 45.9850966), (8.931227, 45.9851314), (8.9313138, 45.9851781), (8.9314005, 45.985218), (8.9315154, 45.9852573), (8.9318986, 45.9853653)];50
[(8.9291866, 46.0295671), (8.9295304, 46.0292752)];60
[(8.9240735, 46.0284092), (8.9241819, 46.0283672)];100
[(8.9304758, 46.0354029), (8.9304526, 46.0353601), (8.93044, 46.0353044), (8.9304224, 46.0352011), (8.930412, 46.0351334)];30
[(8.930412, 46.0351334), (8.9304034, 46.0350809)];30
[(8.9184679, 46.1311978), (8.919146, 46.1306425)];80
[(8.9166585, 46.1327702), (8.9167841, 46.1326246), (8.9170668, 46.1323889), (8.9173472, 46.13215), (8.917659, 46.131876), (8.9180261, 46.1315645)];80
[(8.919146, 46.1306425), (8.9194063, 46.1304292), (8.920143, 46.1298213)];80
[(8.9201219, 46.129919), (8.9197275, 46.1302483), (8.9192163, 46.1306979)];80
[(8.9203007, 46.1297644), (8.9201648, 46.1298862)];80
[(8.920143, 46.1298213), (8.9202551, 46.1297333)];80
[(8.9202551, 46.1297333), (8.9203114, 46.1296892), (8.9204775, 46.1295873)];80
[(8.919211, 46.1307027), (8.9185101, 46.1312759)];80
[(8.91802, 46.1315255), (8.9180261, 46.1315645)];40
[(8.9180261, 46.1315645), (8.9184084, 46.131247), (8.9184679, 46.1311978)];80
[(8.9180261, 46.1315645), (8.9180249, 46.1316026), (8.9180198, 46.1316289), (8.9180108, 46.1316559), (8.9180003, 46.1316793), (8.9179747, 46.1317162)];40
[(8.9179747, 46.1317162), (8.9179374, 46.131748), (8.9176533, 46.1319804), (8.9172862, 46.1322819), (8.9168353, 46.1326519), (8.9166585, 46.1327702)];80
[(8.9159564, 46.1333465), (8.9166585, 46.1327702)];80
[(8.9146091, 46.1343724), (8.9147559, 46.134271), (8.9148853, 46.1341813), (8.9150433, 46.1340667), (8.9152225, 46.1339284)];80
[(8.9141218, 46.1346809), (8.9142764, 46.1345889), (8.9144754, 46.1344599), (8.9146091, 46.1343724)];80
[(8.9137155, 46.1349175), (8.9139284, 46.1347973), (8.9141218, 46.1346809)];80
[(8.9134518, 46.1350658), (8.9137155, 46.1349175)];80
[(8.9129477, 46.135317), (8.9131632, 46.1352155), (8.9134518, 46.1350658)];80
[(8.9121758, 46.1356525), (8.9126478, 46.1354524), (8.9128074, 46.1353822), (8.9129477, 46.135317)];80
[(8.909145, 46.1375282), (8.9093635, 46.1373597), (8.9097147, 46.1370884), (8.9100059, 46.1368634)];60
[(8.909145, 46.1375282), (8.9089204, 46.1377547), (8.9080984, 46.1383883)];60
[(8.9080984, 46.1383883), (8.9079829, 46.1384776), (8.9078665, 46.1385676), (8.9074017, 46.138929)];60
[(8.9078251, 46.1384986), (8.9083565, 46.1380847), (8.9088553, 46.1377015), (8.909145, 46.1375282)];60
[(8.9074017, 46.138929), (8.9073534, 46.1389666)];60
[(8.9073534, 46.1389666), (8.90731, 46.1390007), (8.9070853, 46.1391772), (8.9068746, 46.1393427), (8.9067003, 46.1394747), (8.9062535, 46.1398129), (8.9058487, 46.1401067)];60
[(8.9075072, 46.1387361), (8.9075683, 46.1386877)];60
[(8.9075683, 46.1386877), (8.9078251, 46.1384986)];60
[(8.9058647, 46.1400225), (8.9061256, 46.1398232), (8.9068422, 46.1392691)];60
[(8.905491, 46.1403745), (8.9055944, 46.1402422), (8.9056558, 46.1401853)];60
[(8.9056558, 46.1401853), (8.9058647, 46.1400225)];60
[(8.9056464, 46.1402665), (8.905491, 46.1403745)];60
[(8.9058487, 46.1401067), (8.9057304, 46.1402002), (8.9056464, 46.1402665)];60
[(8.9072837, 46.1431822), (8.9072365, 46.1431846)];80
[(8.9125378, 46.1432791), (8.9123842, 46.1433007), (8.912234, 46.143326), (8.9120849, 46.1433569), (8.911938, 46.1433931), (8.9117216, 46.1434486), (8.9115742, 46.1434838), (8.9114239, 46.1435138), (8.9112713, 46.1435355), (8.911118, 46.1435527), (8.9109632, 46.1435627), (8.9108058, 46.143565), (8.9106528, 46.1435614), (8.9104981, 46.1435499), (8.9103436, 46.1435334), (8.9101917, 46.1435105), (8.9100414, 46.1434792), (8.9097291, 46.1434037), (8.90913, 46.1432567), (8.9089838, 46.1432222), (8.9088319, 46.1431942), (8.9086807, 46.1431716), (8.9085265, 46.143157), (8.9083713, 46.1431465), (8.9082172, 46.1431438), (8.908057, 46.1431469), (8.9078507, 46.1431556), (8.9074942, 46.1431723)];80
[(8.9134337, 46.1431887), (8.9130239, 46.1432291), (8.9127176, 46.1432601), (8.9125378, 46.1432791)];80
[(8.9148689, 46.1430438), (8.9134337, 46.1431887)];80
[(8.9367219, 46.1437351), (8.9366189, 46.1437179), (8.9365167, 46.1437026), (8.9364147, 46.1436914), (8.9363117, 46.143682)];80
[(8.9072365, 46.1431846), (8.9060932, 46.143243), (8.9059896, 46.1432478)];80
[(8.9074942, 46.1431723), (8.9072837, 46.1431822)];80
[(8.9054181, 46.14325), (8.9053497, 46.1432416), (8.9052927, 46.1432309), (8.9052323, 46.1432165), (8.9051586, 46.1431961), (8.9050895, 46.1431724)];80
[(8.9048213, 46.1430492), (8.9049165, 46.1431022), (8.9050233, 46.143147), (8.9050895, 46.1431724)];80
[(8.9048213, 46.1430492), (8.9047425, 46.1429955), (8.9046738, 46.1429396), (8.9046016, 46.1428726), (8.9045595, 46.1428284), (8.9045211, 46.1427797), (8.9044869, 46.1427301), (8.9044571, 46.1426806), (8.9044314, 46.1426307), (8.9044103, 46.142576), (8.9043936, 46.1425247), (8.904381, 46.1424695), (8.904373, 46.1424169), (8.904371, 46.1423627), (8.9043751, 46.1422558), (8.9043804, 46.1421465), (8.9043901, 46.1420396), (8.9043975, 46.1419852), (8.9044096, 46.1419342), (8.9044242, 46.1418789), (8.9044415, 46.1418273), (8.9044631, 46.1417756), (8.9044875, 46.1417233), (8.9045161, 46.1416728)];80
[(8.9623033, 46.150248), (8.962123, 46.150208), (8.9619528, 46.1501688), (8.9617938, 46.1501313), (8.9616347, 46.1500897), (8.9614801, 46.1500472)];120
[(8.9623033, 46.150248), (8.961644, 46.1501636), (8.961432, 46.1501377)];60
[(8.933377, 46.0024552), (8.9333915, 46.0024821), (8.9339698, 46.0031826)];30
[(8.933377, 46.0024552), (8.9333753, 46.0024308), (8.9333777, 46.0024202), (8.9333949, 46.0023458)];30
[(9.0444896, 46.2203398), (9.0444885, 46.220236), (9.0444857, 46.2201444), (9.0444771, 46.2200544), (9.0444545, 46.2199304), (9.0444121, 46.2197485), (9.0443494, 46.2195346)];80
[(9.0435942, 46.2183154), (9.0434932, 46.2182023), (9.0434237, 46.2181279), (9.0433422, 46.2180459), (9.0432623, 46.2179719), (9.0431814, 46.2179018), (9.0430907, 46.2178286), (9.0430157, 46.2177725)];80
[(9.0441127, 46.21911), (9.0440251, 46.2189511), (9.0439582, 46.2188328), (9.0438851, 46.2187216), (9.0438189, 46.2186264), (9.0437431, 46.2185243), (9.043674, 46.2184378), (9.0436516, 46.218411), (9.0436157, 46.2183679), (9.0435942, 46.2183154)];60
[(9.0423244, 46.2171332), (9.0423366, 46.2171628), (9.042352, 46.2171907), (9.0423722, 46.2172195), (9.0424022, 46.21725), (9.0424548, 46.2172935), (9.0425734, 46.217382), (9.0428106, 46.2175512), (9.0431791, 46.2178198), (9.0433071, 46.2179274), (9.0434081, 46.2180176), (9.0435057, 46.2181141)];80
[(9.0430157, 46.2177725), (9.0428367, 46.2176358), (9.0426189, 46.2174791), (9.0425071, 46.2174017), (9.0424105, 46.2173389), (9.0423683, 46.2173076)];80
[(9.0423565, 46.216993), (9.0424077, 46.2170394), (9.0424764, 46.2170954), (9.0425023, 46.2171231), (9.0425457, 46.2171777)];50
[(9.0420516, 46.2169368), (9.0420429, 46.2169026), (9.0420316, 46.2168804), (9.042017, 46.2168594), (9.0419978, 46.2168406), (9.041974, 46.216821), (9.0419421, 46.2167991), (9.0418983, 46.2167681), (9.0418593, 46.2167101)];50
[(9.0418593, 46.2167101), (9.0419504, 46.2167424), (9.0420229, 46.2167851), (9.042047, 46.2168034), (9.0420767, 46.2168309), (9.0421112, 46.2168685), (9.042133, 46.2168863), (9.0421858, 46.2169086)];50
[(9.0414614, 46.2168478), (9.0415755, 46.2168681), (9.041649, 46.2168864), (9.0417275, 46.2169047), (9.0418551, 46.216929), (9.041883, 46.2169344), (9.0419104, 46.216939), (9.0419425, 46.2169422), (9.0419775, 46.2169442), (9.0420368, 46.216946)];50
[(9.0414614, 46.2168478), (9.0413067, 46.2167757)];50
[(9.0445967, 46.2207702), (9.0445839, 46.220881)];80
[(9.0444578, 46.220752), (9.0445028, 46.2207786), (9.044542, 46.2208106)];60
[(9.0444578, 46.220752), (9.044465, 46.2206823), (9.0444843, 46.2204606), (9.0444896, 46.2203398)];80
[(9.0429031, 46.2243102), (9.0429923, 46.2241957), (9.0430583, 46.224079), (9.04346, 46.2233684)];80
[(9.0436431, 46.2230076), (9.0437788, 46.2227331), (9.0438939, 46.2225052), (9.043959, 46.2223714)];80
[(9.0440935, 46.2223204), (9.0441455, 46.2222997), (9.0441854, 46.2222905), (9.0442384, 46.2222857), (9.0442971, 46.2222909), (9.0445536, 46.2223466), (9.0447312, 46.2223851)];50
[(9.0441277, 46.2214422), (9.0435851, 46.22139)];120
[(9.0444722, 46.2214687), (9.0443618, 46.2214602), (9.0441277, 46.2214422)];120
[(9.0445619, 46.2214974), (9.0444722, 46.2214687)];50
[(9.0475641, 46.221693), (9.047487, 46.2216852), (9.0473126, 46.2216675), (9.04717, 46.221653)];100
[(9.047565, 46.2217329), (9.0474553, 46.2217253), (9.047342, 46.2217206), (9.0472065, 46.2217206)];80
[(9.0358284, 46.212494), (9.0359208, 46.2126055), (9.0360637, 46.2127861), (9.0361752, 46.2129335), (9.036278, 46.2130814), (9.0363716, 46.2132276), (9.0364341, 46.2133246), (9.0365464, 46.2135209), (9.0366319, 46.213684), (9.0367041, 46.2138371), (9.0367796, 46.2140014), (9.0368512, 46.2141771), (9.0369035, 46.2143256)];120
[(9.037125, 46.2153374), (9.037106, 46.21546)];120
[(9.037125, 46.2153374), (9.0371885, 46.2154584)];120
[(9.0345469, 46.2166501), (9.0345126, 46.2166312), (9.0345064, 46.2166253), (9.0344841, 46.2166043), (9.0344756, 46.2165882)];50
[(9.0345469, 46.2166501), (9.0344316, 46.2166354), (9.0343374, 46.2166313)];50
[(9.0349089, 46.2167277), (9.0348084, 46.2167013)];50
[(9.0329488, 46.2163412), (9.0329451, 46.216364)];50
[(9.0329775, 46.2161218), (9.0329488, 46.2163412)];50
[(8.944125, 46.4451734), (8.9442945, 46.4449986), (8.9445305, 46.4447679), (8.9448421, 46.4444921), (8.9449575, 46.4443897), (8.9453071, 46.444109), (8.9460773, 46.4435299), (8.946262, 46.4434099), (8.9464762, 46.4432912), (8.9466188, 46.4432286), (8.9467532, 46.4431763), (8.9468851, 46.4431309), (8.9470679, 46.4430741), (8.9471919, 46.4430405), (8.9473602, 46.4430006), (8.9484526, 46.4427768), (8.9485819, 46.4427504)];60
[(8.944058, 46.4452431), (8.944125, 46.4451734)];60
[(8.9682865, 46.0683501), (8.9681789, 46.0683819), (8.968072, 46.0683971), (8.9679982, 46.0684041), (8.9678684, 46.0684139), (8.9676888, 46.0684255)];50
[(8.9728005, 46.0693163), (8.9728551, 46.0693185), (8.972891, 46.0693162), (8.9729249, 46.0693112), (8.9729794, 46.0692955), (8.9730429, 46.0692695), (8.9730906, 46.0692405), (8.9731378, 46.0692041), (8.9731705, 46.0691681), (8.9732211, 46.0690963)];50
[(8.9734982, 46.1531459), (8.9736862, 46.1532159), (8.9743406, 46.1534482), (8.9748453, 46.1536273), (8.9751721, 46.1537527), (8.9755873, 46.1539075), (8.9756358, 46.1539256), (8.9758728, 46.1540123)];30
[(9.0218282, 46.1892896), (9.021922, 46.1893482), (9.021934, 46.189451), (9.0219183, 46.1895214)];50
[(9.0219183, 46.1895214), (9.0222051, 46.1898798)];50
[(9.0120277, 46.1727247), (9.0115641, 46.1727489), (9.0114855, 46.1727689)];20
[(9.0102383, 46.1722776), (9.0101374, 46.1723067), (9.0100734, 46.1723298), (9.009856, 46.1724187), (9.0097629, 46.1724567)];50
[(9.0108481, 46.1729059), (9.0108217, 46.1728663), (9.0108114, 46.1727599), (9.0107602, 46.1726299), (9.01068, 46.1725271), (9.0105776, 46.1724302), (9.0103729, 46.172312), (9.0102885, 46.1722865)];50
[(9.0104417, 46.1722175), (9.0104964, 46.1723107), (9.0107636, 46.1725378), (9.0108091, 46.1726122), (9.0108398, 46.1726719), (9.0108681, 46.1727522)];50
[(9.010153, 46.1721633), (9.0099889, 46.1720544), (9.009564, 46.1717909), (9.0095126, 46.1717266)];50
[(9.0095126, 46.1717266), (9.0096033, 46.1717626), (9.0099225, 46.1719588)];50
[(9.0035469, 46.1660107), (9.0036999, 46.1660971), (9.0040019, 46.166266), (9.0041967, 46.1663749)];30
[(9.0032731, 46.1658428), (9.0033359, 46.165883)];30
[(9.0034534, 46.1659555), (9.0035469, 46.1660107)];30
[(9.0033359, 46.165883), (9.0034534, 46.1659555)];30
[(9.0232326, 46.1940684), (9.0233958, 46.1940864), (9.0239061, 46.1942998), (9.0241341, 46.1944392), (9.0242324, 46.1944993), (9.0242704, 46.1945226), (9.024319, 46.1945583), (9.0243714, 46.1946023)];50
[(9.0173579, 46.19111), (9.0174028, 46.1911734)];50
[(9.0195835, 46.1913216), (9.0195783, 46.1912697), (9.0196032, 46.1912127)];50
[(8.9441037, 46.4803136), (8.9440865, 46.4804285), (8.9440666, 46.4806835), (8.9440401, 46.4807143)];50
[(8.9441134, 46.4802489), (8.9441037, 46.4803136)];50
[(8.9492788, 46.4812336), (8.9486418, 46.4803145)];80
[(8.9486418, 46.4803145), (8.9485849, 46.4802324)];80
[(8.9719284, 46.4054684), (8.9718405, 46.4055449), (8.9716623, 46.40572), (8.9716414, 46.40576), (8.9715891, 46.4058597), (8.9715281, 46.406001), (8.9714541, 46.4061761), (8.9714517, 46.4062413), (8.9714417, 46.4065103), (8.971482, 46.4076059), (8.9714915, 46.4076666), (8.9715055, 46.4077089), (8.971528, 46.4077535), (8.9715898, 46.4078525)];50
[(8.9715898, 46.4078525), (8.9716199, 46.4079246)];50
[(8.8163323, 45.9912351), (8.8162137, 45.9912749), (8.8155862, 45.9914856), (8.8154276, 45.9915278), (8.8153432, 45.9915503), (8.8152534, 45.991568), (8.815123, 45.9915819), (8.8150433, 45.9915862), (8.8149348, 45.9915836), (8.8140617, 45.9915156)];50
[(8.719305, 46.1773173), (8.7192523, 46.1773325), (8.7191415, 46.1773558), (8.7190295, 46.1773637), (8.7186318, 46.1773483)];80
[(8.7680635, 46.1104396), (8.7686098, 46.1107771)];50
[(8.797672, 46.179436), (8.797411, 46.179361), (8.797229, 46.179291), (8.796914, 46.179151), (8.796255, 46.178902), (8.7959666, 46.1787744), (8.795613, 46.178618), (8.795155, 46.178468), (8.794017, 46.178144), (8.7939188, 46.1781093), (8.7935337, 46.1779302), (8.7933145, 46.1778507)];30
[(8.8656458, 46.5171261), (8.8657865, 46.5170635), (8.8659747, 46.5169903), (8.8661812, 46.5169226), (8.8662999, 46.5168961), (8.8664426, 46.5168738), (8.8666117, 46.5168571), (8.8667988, 46.5168485), (8.8671262, 46.5168678), (8.8689243, 46.5170684)];80
[(8.8062594, 46.1809079), (8.8063178, 46.1811109), (8.8063681, 46.1811968), (8.8064213, 46.1812359), (8.8064992, 46.1812618), (8.8065784, 46.1812798)];50
[(8.7954208, 46.1768836), (8.7954592, 46.1768722), (8.7955393, 46.1768582), (8.795635, 46.1768626), (8.7957704, 46.1768853), (8.7960025, 46.1769351), (8.7966073, 46.1770466)];50
[(8.7643449, 46.1760946), (8.764517, 46.175959), (8.7649972, 46.1757108), (8.7651764, 46.1756231), (8.7653508, 46.1755073), (8.7658215, 46.1750855), (8.7661153, 46.1748174), (8.7662317, 46.17474), (8.7664881, 46.1745693), (8.7676543, 46.17385), (8.7679311, 46.1736726), (8.7687554, 46.1730257), (8.7689998, 46.1728337), (8.7694124, 46.1725095), (8.7696881, 46.1723052), (8.7698544, 46.1721819), (8.7702845, 46.1719221)];50
